方向编号,方向,支撑关系,序号,标题,作者,出处,年份,国别,被引,类型,DOI,OpenAlexID
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,7,Investigation of Marine Noise in Shallow Seawater Area for ROV-Based Electromagnetic Detection System,"Zekun Jiang, Junqi Gao, Ying Shen",OCEANS 2026 Sanya,2026,国内,0,工程落地,10.1109/oceans66983.2026.11616749,oceans66983.2026.11616749
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,8,Distributed Cooperative Multi-Target Search for an Autonomous Underwater Vehicle Swarm in Unknown 3D Underwater Environments,"You Zhou, Mao Wang, Shaowu Zhou",Mathematics,2026,国内,0,方法/分析,10.3390/math14122236,math14122236
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,9,Optimization of Cleaning Blades for Underwater Biofouling Removal Robots,"Xiaochang Shi, Changsheng Yang, Wenbin Ma",Pomorstvo,2026,国内,0,方法/分析,10.31217/p.40.2.8,p.40.2.8
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,10,Hydrodynamic Experimental Study on Underwater Net Cleaning Equipment for Aquaculture Cages,"Taiping Yuan, Xiaohua Huang, Gen Li, Hangfei Liu, Yu Hu, Tiedong Zhang",OCEANS 2026 Sanya,2026,国内(合作),0,工程落地,10.1109/oceans66983.2026.11617130,oceans66983.2026.11617130
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,11,Development and application of the soft collision-protection structure for dam inspection underwater vehicle,"Mingzhe Liu, Junjie Li, Bin Guan, Yanjie Wang",Mechanics Based Design of Structures and Machines,2026,国内(合作),0,工程落地,10.1080/15397734.2026.2634936,15397734.2026.2634936
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,12,Autonomous Aquaculture Net Inspection and Patching on a Low-Cost ROV,"Godsfavour Ugwu-Gabriel, Salvador López Barajas, Alejandro Solís, Raúl Marín, Pedro J Sanz",Jornadas de Automática,2026,国外,0,工程落地,10.17979/ja-cea.2026.47.13753,ja-cea.2026.47.13753
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,13,Energy-optimal linear quadratic tracking control for unmanned underwater vehicles in offshore aquaculture fish net-pen visual inspection,"Thein Than Tun, Loulin Huang, Mark Anthony Preece",The International Journal of Robotics Research,2026,国外,0,工程落地,10.1177/02783649261453998,02783649261453998
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,14,Underwater Actor-Critic Differentiable Model Predictive Control System for Robust Underwater Structure Safety Inspection using Underwater Robot,"Minjong Kim, Bonchul Ku, Dongsub Kim, Young-Woon Song, Son-Cheol Yu",2026 23rd International Conference on Ubiquitous Robots (UR),2026,国外,0,工程落地,10.1109/ur69537.2026.11626705,ur69537.2026.11626705
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,15,Contact-Risk-Aware Hybrid Event-Triggered Control of an Underwater Net-Cleaning Robot With Projected Reference Shaping,"Jianye Yu, Xinsui Zheng, Qianli Jiang, Dalei Song",,2026,国外,0,工程落地,10.2139/ssrn.7137943,ssrn.7137943
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,16,AquaChat: An LLM-guided ROV framework for adaptive inspection of aquaculture net pens,"Waseem Akram, Muhayy Ud Din, Abdelhaleem Saad, Irfan Hussain",Aquacultural Engineering,2025,国外,9,工程落地,10.1016/j.aquaeng.2025.102607,j.aquaeng.2025.102607
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,17,NanoDet Model‐Based Tracking and Inspection of Net Cage Using ROV,"Yinghao Wu, Yaoguang Wei, Hongchao Zhang",Aquaculture Research,2025,国外,3,方法/分析,10.1155/are/7715838,7715838
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,18,Energy-optimal model predictive control for unmanned underwater vehicles in offshore aquaculture fish net-pen visual inspection,"Thein Than Tun, Loulin Huang, Mark Anthony Preece",Ocean Engineering,2025,国外,3,工程落地,10.1016/j.oceaneng.2025.122137,j.oceaneng.2025.122137
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,19,A Lightweight and Low-Cost Underwater Localization System Based on Visual–Inertial–Depth Fusion for Net-Cage Cleaning Robots,"Chuanyu Geng, Junhua Chen, Hao Li",Journal of Marine Science and Engineering,2025,国内,1,工程落地,10.3390/jmse14010048,jmse14010048
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,20,Autonomous underwater vehicle adaptive docking control,Chunmao Zhu,2025 IEEE 8th Information Technology and Mechatronics Engineering Conference (ITOEC),2025,国内,1,工程落地,10.1109/itoec63606.2025.10967915,itoec63606.2025.10967915
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,21,A Navigation System for ROV’s inspection on Fish Net Cage,"Zhikang Ge, Fang Yang, Wenwu Lu, Peng Wei, Yibin Ying, Chen Peng",IFAC-PapersOnLine,2025,国外,1,工程落地,10.1016/j.ifacol.2025.11.778,j.ifacol.2025.11.778
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,22,Design of a Multi-Sensor-Based Underwater Pipeline Inspection Robot,"Jiecheng Ning, Hao Jing, Zhiyong Sun, Xin Zhang","2025 IEEE International Conference on Sensing, Diagnostics, Prognostics, and Control",2025,国内,0,工程落地,10.1109/sdpc68151.2025.11347702,sdpc68151.2025.11347702
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,23,Positioning Algorithm of Cold Source Underwater Pollution Inspection Robot Based on Multi-Sensor Fusion,"Jiale Jian, Jia Yang, Yu Zhang, Yinfan Jian",2025 International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),2025,国内,0,方法/分析,10.1109/icmsci62561.2025.10893961,icmsci62561.2025.10893961
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,24,An IoT-Enabled Smart Robotic System for Aquaculture Based on ROV Technology,"Xiangsen Han, Zhen Wang, Wei Han, Chang Liu, Ningrong Zeng, Yiqun Wang",2025 3rd International Conference on Artificial Intelligence and Automation Control (AIAC),2025,国内,0,工程落地,10.1109/aiac68175.2025.11332515,aiac68175.2025.11332515
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,25,Underwater Laser based Seawater Scattering Mobile Measurement with Autonomous Underwater Vehicle,"Hengmei Wang, Wenyu Cai, Yu Chen","2025 11th International Conference on Electrical Engineering, Control and Robotics (EECR)",2025,国内,0,方法/分析,10.1109/eecr64516.2025.11077168,eecr64516.2025.11077168
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,26,Design of Marine Cage Climbing Robot and Dynamic Compensation of Attitude,"Youchang Xia, Zitong Liao, Shengqian Qu, Siyuan Han, Ziyang Mei, Pei Su, Yang Zhao",2025 IEEE International Conference on Mechatronics and Automation (ICMA),2025,国内,0,方法/分析,10.1109/icma65362.2025.11120743,icma65362.2025.11120743
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,27,Towards visual-acoustic pose control for net cage inspection: realistic simulation approach,"Salvador López, A. Solis, A. Pino, R. Marín, P. J. Sanz",Instrumentation viewpoint,2025,国外,0,工程落地,10.5821/iwp.2025.24.13998,iwp.2025.24.13998
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,28,"Vision-Based Underwater Inspection With Portable Autonomous Underwater Vehicle: Development, Control, and Evaluation","Lin Hong, Xin Wang, De-Sheng Zhang, Ming Zhao, Hang Xu",IEEE Transactions on Intelligent Vehicles,2024,国内,25,工程落地,10.1109/tiv.2023.3335270,tiv.2023.3335270
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,29,Research Advances in Marine Aquaculture Net-Cleaning Robots,"Heng Liu, Chuhua Jiang, Junhua Chen, Hao Li, Yongqi Chen",Sensors,2024,国内,19,方法/分析,10.3390/s24237555,s24237555
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,30,Experimental Study on Nonlinear Motion Characteristics of Clean and Biofouling Aquaculture Cage Array in Waves,"Changfeng Tian, Huang Liu, Mingchao Cui, Shouqi Cao, Zhijing Xu",Journal of Marine Science and Engineering,2024,国内,4,工程落地,10.3390/jmse12122327,jmse12122327
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,31,Soft Pipe Inspection Robot with Vibrating Cilia Capable of Underwater Transport,"Moses Gladson Selvamuthu, Ryuto Okada, Riichiro Tadakuma",Journal of Robotics and Mechatronics,2024,国外,3,方法/分析,10.20965/jrm.2024.p1387,jrm.2024.p1387
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,32,Predefined Time Trajectory Tracking Control of Underactuated Autonomous Underwater Vehicle*,"Yang Liu, Qingyang Wang, Longjin Wang, Qiang Ding, Zhimin Fan",2024 China Automation Congress (CAC),2024,国内,1,工程落地,10.1109/cac63892.2024.10864675,cac63892.2024.10864675
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,33,A Passive Synthetic Aperture Direction-of-Arrival Estimation Method Under the Autonomous Underwater Vehicle Yaw Motion,"Ma Yueming, Sun Jie, Hu Tianze, Dong Hang",2024 OES China Ocean Acoustics (COA),2024,国内,1,方法/分析,10.1109/coa58979.2024.10723346,coa58979.2024.10723346
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,34,Underwater Federated Learning: Empowering Autonomous Underwater Vehicle Swarm with Online Learning Capabilities,"Xianghe Wang, Xiangwang Hou, Fangming Guan, Jun Du, Jingjing Wang, Yong Ren",GLOBECOM 2024 - 2024 IEEE Global Communications Conference,2024,国内,1,方法/分析,10.1109/globecom52923.2024.10901229,globecom52923.2024.10901229
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,35,"Sustainability level of the pearl lobster (Panulirus ornatus) aquaculture business using the systems of floating-net cage and fixed-net cage: A case study in South Sulawesi Province, Indonesia","Nimmi Zulbainarni, Muhammad Hairul Haj, Novindra",Aquaculture and Fisheries,2024,国外,1,工程落地,10.1016/j.aaf.2023.08.006,j.aaf.2023.08.006
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,36,High-Fidelity Simulation Platform for Autonomous Fish Net-Pen Visual Inspection With Unmanned Underwater Vehicles in Offshore Aquaculture,"Thein Than Tun, Loulin Huang, Mark Anthony Preece",Volume 9: Philip Liu Honoring Symposium on Water Wave Mechanics and Hydrodynamics; Blue Economy Symposium,2024,国外,1,工程落地,10.1115/omae2024-125653,omae2024-125653
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,37,"Monitoring Monthly Net-Pen Aquaculture Dynamics of Shallow Lakes Using Sentinel-1 Data: Case Study of Shallow Lakes in Jiangsu Province, China","Han Ding, Kang Xu, Chongbin Liu, Juanjuan Yu",Remote Sensing,2024,国内,0,工程落地,10.3390/rs16111922,rs16111922
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,38,A Novel Vortex Based Non-Contact Mobile Inspection Tool Design for ROV in Low Visibility Water,"Renjie Lu, Lianjie Zhang, Cong Wang, Liang Yu, Weicong Chen, Yong Lei","2024 3rd International Conference on Artificial Intelligence, Human-Computer Interaction and Robotics (AIHCIR)",2024,国内,0,工程落地,10.1109/aihcir65563.2024.00066,aihcir65563.2024.00066
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,39,Distributed Trajectory Estimation for Multi-Autonomous Underwater Vehicle,"Haihan Feng, Shuguang Chu, Mingwei Lin, Dejun Li",OCEANS 2024 - Singapore,2024,国内,0,方法/分析,10.1109/oceans51537.2024.10682288,oceans51537.2024.10682288
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,40,Neural Network-Based Funnel Adaptive Surge Motion Tracking Control of Autonomous Underwater Vehicle with Unknown Deadzone,"Liru Han, Qiuzhen Yan, Jianping Cai, Siyuan Li",2024 China Automation Congress (CAC),2024,国内,0,工程落地,10.1109/cac63892.2024.10865781,cac63892.2024.10865781
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,41,Inspection and maintenance of industrial infrastructure with autonomous underwater robots,"Franka Nauert, Peter Kampmann",Frontiers in Robotics and AI,2023,国外,83,工程落地,10.3389/frobt.2023.1240276,frobt.2023.1240276
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,42,Energy-Efficient Multiple Autonomous Underwater Vehicle Path Planning Scheme in Underwater Sensor Networks,"Yangfan Cui, Peibin Zhu, Guowei Lei, Peng Chen, Guangsong Yang",Electronics,2023,国内,26,方法/分析,10.3390/electronics12153321,electronics12153321
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,43,Design and Implementation of Autonomous Underwater Vehicle Simulation System Based on MOOS and Unreal Engine,"Xiaofang Zhang, Yu Fan, Hongjie Liu, Yunzhong Zhang, Qixin Sha",Electronics,2023,国内,15,工程落地,10.3390/electronics12143107,electronics12143107
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,44,A Visual Servoing Scheme for Autonomous Aquaculture Net Pens Inspection Using ROV,"Waseem Akram, Alessandro Casavola, Nadir Kapetanović, Nikola Miškovic",Sensors,2022,国外,41,方法/分析,10.3390/s22093525,s22093525
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,45,A Snake Eel Inspired Multi-joint Underwater Inspection Robot for Undersea Infrastructure Intelligent Maintenance,"Feng Lyu, Xin Xu, Xin Zha, Zuo Li, Hexiang Yuan",OCEANS 2022 - Chennai,2022,国内,10,方法/分析,10.1109/oceanschennai45887.2022.9775350,oceanschennai45887.2022.9775350
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,46,Subsea pipeline leak inspection by autonomous underwater vehicle,"Hongwei Zhang, Shitong Zhang, Yanhui Wang, Yuhong Liu, Yanan Yang, Tian Zhou, Hongyu Bian",Applied Ocean Research,2021,国外,110,工程落地,10.1016/j.apor.2020.102321,j.apor.2020.102321
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,47,Autonomous ROV Inspections of Aquaculture Net Pens Using DVL,"Herman B. Amundsen, Walter Caharija, Kristin Y. Pettersen",IEEE Journal of Oceanic Engineering,2021,国外,52,方法/分析,10.1109/joe.2021.3105285,joe.2021.3105285
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,48,Intelligent control method of underwater inspection robot in netcage,"Yinghao Wu, Jincun Liu, Yaoguang Wei, Dong An, Yunhong Duan, Wensheng Li, Baoke Li, Yuanrong Chen, Qiong Wei",Aquaculture Research,2021,国内,24,工程落地,10.1111/are.15721,are.15721
E5,精准投喂装备与机电控制,支撑 D1,1,Development of an IoT based automatic fish feeding system for Nile tilapia culture in a recirculating aquaculture system,"Slamet Rahayu, Mohammad Iqbal, Roni Suhartono, Bagus Rino Arfian",Jurnal Pendidikan Informatika dan Sains,2026,国外,0,工程落地,10.31571/saintek.v15i1.10276,saintek.v15i1.10276
E5,精准投喂装备与机电控制,支撑 D1,2,Intelligent Aquaculture Monitoring and Automatic Feeding Cruise System Based on STM32,"Yanfeng Xu, Zhongxue Ma, Shuopeng Zhao, Jiabei He, Yan Zhang, Weidong Zhang",Journal of Modern Educational Theory and Practice,2026,国外,0,工程落地,10.70767/jmetp.v3i6.1189,jmetp.v3i6.1189
E5,精准投喂装备与机电控制,支撑 D1,3,Hybrid PV–VAWT Automatic Fish Feeding System for Sustainable Aquaculture,"M Habib Aulia, Tresna Dewi, Yohandri Bow",Jurnal Penelitian dan Pengkajian Ilmu Pendidikan: e-Saintika,2026,国外,0,工程落地,10.36312/e-saintika.v10i2.5769,e-saintika.v10i2.5769
E5,精准投喂装备与机电控制,支撑 D1,4,Design of an Embedded-Based Automatic Fish Feeding System Based on Fish Stress Level Using JSN-SR04T Sensor,"Vincentius Raditya Agung Soedomo, YB Dwi Setianto",Proxies : Jurnal Informatika,2026,国外,0,工程落地,10.24167/proxies.v10i1.14941,proxies.v10i1.14941
E5,精准投喂装备与机电控制,支撑 D1,5,Smart Fish Feeding System in Aquaculture,"Showkat Ahmad dar, Sarvendra Kumar, Ved Prakash Saini",Information Technology in Fisheries and Aquaculture,2025,国外,2,工程落地,10.1007/978-981-97-8553-7_7,978-981-97-8553-7_7
E5,精准投喂装备与机电控制,支撑 D1,6,Development of Fuzzy Logic Automatic Fish Feeding System and Iot-based Water Quality Control,"Elsanda Merita Indrawati, Bambang Suprianto, Unit Three Kartini",Journal of Engineering Research and Reports,2025,国外,2,工程落地,10.9734/jerr/2025/v27i31417,v27i31417
E5,精准投喂装备与机电控制,支撑 D1,7,An IoT-based Water Salinity Monitoring and Time-Dependent Automatic Feeding System for Mud Crab Aquaculture,"Jemuel R. Ricohermoso, Peter Paul A. Javier, Jessie Jaye R. Balbin",2025 17th International Conference on Computer and Automation Engineering (ICCAE),2025,国外,1,工程落地,10.1109/iccae64891.2025.10980541,iccae64891.2025.10980541
E5,精准投喂装备与机电控制,支撑 D1,8,Design and Performance Evaluation of a Feed Distribution Device in the Small-Scale Pneumatic Conveying Feeder for Recirculating Aquaculture Systems,"Liang Wang, Mingdong Ji, Kang Wu, Xudong Weng, Haijun Li",Fishes,2025,国内,0,工程落地,10.3390/fishes10060255,fishes10060255
E5,精准投喂装备与机电控制,支撑 D1,9,Automatic Fish Feeding and Temperature Control System for Aquariums Based on Internet of Things (IoT),"Made Ayu Sri Widyati, Yusuf Anshori, Chairunnisa Ar. Lamasitudju, Rahmah Laila, Yuri Yudhaswana Joefrie",Journal of Applied Informatics and Computing,2025,国外,0,工程落地,10.30871/jaic.v9i1.8847,jaic.v9i1.8847
E5,精准投喂装备与机电控制,支撑 D1,10,Water Quality Control and Aquaculture Pond Feeding System with Internet of Things Technology,"Kritsada Puangsuwan, Siriwan Kajornkasirat, Jaruphat Wongpanich, Tanakorn Inthasuth, Sahapong Somwong",Engineering Journal,2025,国外,0,工程落地,10.4186/ej.2025.29.1.71,ej.2025.29.1.71
E5,精准投喂装备与机电控制,支撑 D1,11,Smart Feeding System: Innovation of Timer-Based Automatic Feed Machine in Catfish Cultivation of Wibawamulya MSMEs,"Reka Aditama, Luthpiyah Juliandara, Yuha Nadhirah Qintharah, Purnama Putra",Entrepreneurship and Community Development,2025,国外,0,工程落地,10.58777/ecd.v3i1.444,ecd.v3i1.444
E5,精准投喂装备与机电控制,支撑 D1,12,Floating System for Automatic Handling of Aquaculture Feeders,"Medard Quispe, Diego Chiotti, Gustavo Quino, Elvis J. Alegria",2024 IEEE ANDESCON,2024,国外,6,工程落地,10.1109/andescon61840.2024.10755630,andescon61840.2024.10755630
E5,精准投喂装备与机电控制,支撑 D1,13,Aquaculture AI Drone for Automatic Feeding,"Toru Kobayashi, Yudai Tanaka, Rina Ishishita, Taketo Handa, Kazuki Fukae, Hideyuki Takahashi, Tetsuo Imai, Kenichi Arai","2024 5th International Conference on Artificial Intelligence, Robotics and Control (AIRC)",2024,国外,3,工程落地,10.1109/airc61399.2024.10672334,airc61399.2024.10672334
E5,精准投喂装备与机电控制,支撑 D1,14,Optimizing white shrimp aquaculture: Feeding frequency and automatic feeders impact on growth and antioxidant capacity,"Qinlang Liang, Gang Liu, Zhangying Ye, Jian Zhao, Xiaona Ma, Ying Liu, Xiongguo Liu, Songming Zhu",,2023,国内,1,工程落地,10.21203/rs.3.rs-3219841/v1,v1
E5,精准投喂装备与机电控制,支撑 D1,15,A Computer Vision-Based Intelligent Fish Feeding System Using Deep Learning Techniques for Aquaculture,"Wu-Chih Hu, Liang-Bi Chen, Bo-Kai Huang, Hong-Ming Lin",IEEE Sensors Journal,2022,国内,115,工程落地,10.1109/jsen.2022.3151777,jsen.2022.3151777
E5,精准投喂装备与机电控制,支撑 D1,16,Dietary discrimination using a dual-choice self-feeding system in seabream (Sparus aurata),"Sara Puchol, Esther Leal, Rita Angotzi, Jesús Rosel, Sofia Morais, José Miguel Cerdá-Reverter",Aquaculture,2022,国外,10,工程落地,10.1016/j.aquaculture.2022.738449,j.aquaculture.2022.738449
E5,精准投喂装备与机电控制,支撑 D1,17,Fish Detection Based on Halcon and MobileNetV2 for Automatic Fish Feeding System,Fengyuan Jia,2022 5th World Conference on Mechanical Engineering and Intelligent Manufacturing (WCMEIM),2022,国内,1,工程落地,10.1109/wcmeim56910.2022.10021553,wcmeim56910.2022.10021553
E5,精准投喂装备与机电控制,支撑 D1,18,Automated feeding systems for shrimp: Effects of feeding schedules and passive feedback feeding systems,"João Reis, Alexis Weldon, Paulo Ito, William Stites, Melanie Rhodes, D. Allen Davis",Aquaculture,2021,国外,39,工程落地,10.1016/j.aquaculture.2021.736800,j.aquaculture.2021.736800
E5,精准投喂装备与机电控制,支撑 D1,19,Effect of bio-floc on water quality and the production performance of bottom and filter feeder carp fed with different protein levels in a pond polyculture system,"Zhigang Zhao, Qiyou Xu, Liang Luo, Guo Qiao, Liansheng Wang, Jinnan Li, Changan Wang",Aquaculture,2021,国外,15,工程落地,10.1016/j.aquaculture.2020.735906,j.aquaculture.2020.735906
E5,精准投喂装备与机电控制,支撑 D1,20,Design and Fabrication of an Automatic Fish Feeder Prototype Suits Tilapia Tanks,"Ahmed Mohamed El Shal, Faisal Mohamed El Sheikh, Atef Mohamed Elsbaay",Fishes,2021,国外,14,工程落地,10.3390/fishes6040074,fishes6040074
E5,精准投喂装备与机电控制,支撑 D1,21,Evolution of Intelligent Feeding System for Aquaculture: A Review,"Gaoxiang Wang, Lingxi Hu, Wei Long, Linhua Jiang",2021 3rd International Conference on Artificial Intelligence and Advanced Manufacture (AIAM),2021,国内,7,工程落地,10.1109/aiam54119.2021.00085,aiam54119.2021.00085
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,1,YOLO-FC: A Lightweight Fish Detection Model for High-Density Aquaculture Counting Scenarios,"Luowei Pei, Haodong Zhou, Guoxing Lu, Jian Zhao, Zequn Peng, Songming Zhu, Zhangying Ye, Jialong Zhou",Fishes,2026,国内,2,方法/分析,10.3390/fishes11020114,fishes11020114
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,2,SLCAM-AquaNet: an attention-enhanced lightweight deep learning model for accurate classification of aquaculture disease,"A. Athiraja, A. B. Gurulakshmi, M. Gurupriya, S. Nagarajan",Discover Applied Sciences,2026,国外,2,方法/分析,10.1007/s42452-026-08461-z,s42452-026-08461-z
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,3,An Efficient Lightweight Network for Underwater Small Object Detection,"Yaoke Yang, Jie Wang, Wenqi Wang",IEEE Access,2026,国内,1,方法/分析,10.1109/access.2026.3665167,access.2026.3665167
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,4,An Ultra-Lightweight Fish Detection Model for Real-Time Aquatic Animal Monitoring on Embedded Platforms,"Hanyu Zhang, Zhongde Zhang, Weiping Liu",Animals,2026,国内,0,工程落地,10.3390/ani16172640,ani16172640
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,5,Lightweight Object Detection Model for Early Fish Disease Identification in Aquaculture,"Yunxi Cui, Xiaona Xiu",2026 11th International Conference on Intelligent Computing and Signal Processing (ICSP),2026,国内,0,方法/分析,10.1109/icsp69961.2026.11540763,icsp69961.2026.11540763
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,6,Lightweight Underwater Fish Detection Model Based on Feature Preservation and Normalization-Guided Attention,"Yunxi Cui, Mengxuan Li, Hao Sun, Xiaona Xiu","2026 7th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",2026,国内,0,方法/分析,10.1109/ainit70033.2026.11557974,ainit70033.2026.11557974
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,7,An NPU-Accelerated Edge Computing System for Real-Time Underwater Fish Detection,"Fayong Liu, Panrui Geng, Kaihan Cui, Xuanchen Chu, Zhenglin Xie, Lifan Zu, Chunyan Jiao, Jianqiang Wang, Haiping Yu, Xiaoqing Zhang, Mai Yan, Bing Zheng",OCEANS 2026 Sanya,2026,国内,0,工程落地,10.1109/oceans66983.2026.11616926,oceans66983.2026.11616926
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,8,EHDS-YOLO: A Lightweight Side-Scan Sonar Object Detection Model for Intelligent Underwater Inspection in Marine Ranching,"Zejin Liu, Yiming Zhang, Yanqiang Yang, Bang Wen, Yida Sha, Yuanshan Lin",,2026,国内,0,方法/分析,10.21203/rs.3.rs-9756311/v1,v1
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,9,Lightweight Underwater Sonar Object Detection via RGB-Guided Heterogeneous Distillation,"Qianqian Qiao, Jia Liu, Feng Liu, Chengpeng Hao, Tongwei Ren",Sensors,2026,国内,0,方法/分析,10.3390/s26144340,s26144340
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,10,Lightweight Underwater Object Detection Algorithm for Autonomous Underwater Vehicles,"Zhiping Xu, Yisong He, Heshan Lin, Deyin Xu, Lixiong Lin, Yanglong Sun, Zongheng Chen, Jiachun Zheng",2026 3rd International Conference on Electronic Engineering and Information Systems (EEISS),2026,国内,0,方法/分析,10.1109/eeiss69782.2026.11584518,eeiss69782.2026.11584518
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,11,Lightweight Underwater Object Detection Algorithm Based on YOLOv11,"Yaozong Zhang, Haibo Ge, Shiao Xin","Proceedings of the 5th International Conference on Computer, Artificial Intelligence and Control Engineering",2026,国内,0,方法/分析,10.1145/3804601.3804702,3804601.3804702
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,12,Lightweight Livestock Infrastructure Detection via Knowledge Distillation of YOLOv11,"Pierrick Matelot, Candide Lissak, Thomas Corpetti",,2026,国外,0,方法/分析,10.2139/ssrn.6749896,ssrn.6749896
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,13,Lightweight YOLOV8 Model Deployment and Optimization for Agricultural Greenhouses Based on Openharmony Edge Computing,"Genhai Zhang, Chunzhi Li, Jie Cao",2026 3rd World Conference on Computer and Information Security (WCCIS),2026,国外,0,工程落地,10.1109/wccis70285.2026.11651025,wccis70285.2026.11651025
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,14,Comparative study of TinyML approaches for edge deployment in water quality,"Manel Hentati, Raida Hentati",Journal of Environmental Engineering and Science,2026,国外,0,工程落地,10.1680/jenes.25.00112,jenes.25.00112
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,15,Adaptive smart aquaculture environmental control using deep reinforcement learning on TinyML platforms,"Yi-Chih Tung, Faril Pirwanhadi, I Gusti Nyoman Anton Surya Diputra, En-Cheng Liou",Aquacultural Engineering,2026,国外,0,工程落地,10.1016/j.aquaeng.2026.102768,j.aquaeng.2026.102768
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,16,A Lightweight Deep Learning LSTM Model for Efficient Real-time Water Quality Classification in IoT-Enabled Aquaculture,"Jairam K Naik, Peda Gopi Arepalli",Handbook of Digitalization and Big Data in the Water Sector,2026,国外,0,方法/分析,10.1201/9781003536093-2,9781003536093-2
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,17,LUIEO: A Lightweight Model for Integrating Underwater Image Enhancement and Object Detection,"Bin Li, Li Li, Zhenwei Zhang, Yuping Duan",IEEE Transactions on Instrumentation and Measurement,2025,国内,13,方法/分析,10.1109/tim.2025.3563051,tim.2025.3563051
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,18,BSE-YOLO: An Enhanced Lightweight Multi-Scale Underwater Object Detection Model,"Yuhang Wang, Hua Ye, Xin Shu",Sensors,2025,国内,6,方法/分析,10.3390/s25133890,s25133890
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,19,SGL-YOLO: Lightweight Underwater Object Detection Algorithm Based on Feature Fusion,"Minghui Li, Huanli Pang, Changhong Jiang",,2025,国内,2,方法/分析,10.21203/rs.3.rs-6510637/v1,v1
E6,模型轻量化与边缘部署工程,支撑 D1/D4/D5,20,FPH-DEIM: A Lightweight Underwater Biological Object Detection Algorithm Based on Improved DEIM,"Qiang Li, Wenguang Song",Applied System Innovation,2025,国内,2,方法/分析,10.3390/asi8050123,asi8050123
